unique_id,birth_year,workclass,fnlwgt,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0a1755a1-7bd0-437b-8ad3-9068df5d9355,2001, ?,114357, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,94131
448f65c0-2425-4a42-b25d-2376328978f6,1984, Private,31621, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,71864
7bdb034a-7711-4ea3-89bc-8c62c8b76faf,1989, Private,320305, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,116917
acc884a9-c1cf-4e44-8297-799952e9cf07,1982, Private,109912, Never-married, Tech-support, Not-in-family, White,,0,0,40, United-States,64371
60e187bd-20d1-4831-9fc9-2685ba640108,1983, Local-gov,97064, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States,93893
67b379c7-50e6-4d37-8c11-5b45be951c0d,1974, Private,46155, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,124254
24257e43-579a-4920-8869-88cc30074890,1984, Private,169995, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,65889
3798432d-1dd1-484a-86b8-516627164303,2001, Private,109430, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,62856
449570ab-4e1d-4817-8990-f98e311ad7f7,1995, Self-emp-not-inc,405083, Never-married, Sales, Not-in-family, White,,0,0,40, United-States,136767
f14b6296-9cd9-48a3-bc0b-19b060ec71a1,1975, State-gov,213307, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,117685
759f0405-7551-406a-adc9-ce11d2048dbc,2004, Federal-gov,225515, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States,109048
2b97a9bd-c167-4b3c-af90-f22e706f20f9,1997, Local-gov,204098, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States,77404
d31bf38c-a808-449c-b798-8d641e5eada3,2004, Private,138352, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,52661
cb739cd2-73c5-45ac-ae5a-e7d3eaebf09e,2001, State-gov,309055, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,56253
31790ed4-31be-44cd-af38-e58fe5ae35dd,1979, Self-emp-inc,32356, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States,58595
df7b584e-b683-4898-859d-48d0e16c0e62,2007, Private,127366, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,142572
f6d120be-eaec-41c6-8999-7121f551f612,1975, Private,124604, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States,64475
e7b216c9-9012-4a09-b99b-b88d650c77b9,1991, State-gov,108116, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,139824
a528be57-0204-4125-ae29-df9a255a5f47,2004, Private,111697, Never-married, Adm-clerical, Own-child, White, Female,0,1719,28, United-States,121424
85000e06-5b0d-4a46-be9f-c4f56a193bdb,1978, Local-gov,216414, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,85641
bd6d844b-89a2-4cd7-8ba3-7ab323457f28,1990, Local-gov,177675, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,81081
dfffc795-3826-44c5-9f21-a8e14c4e77e4,2003, Private,313873, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico,90729
35ddc2c9-69c8-4af1-a5ca-ff97ae47ebfe,1976, Private,267912, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Mexico,55892
40693f78-cd85-41d5-ae03-fefe452ed170,1991, Private,133503, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, United-States,67801
72d79281-652e-4b0e-b629-c6a42c07be45,1965, Private,151977, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,30, United-States,69385
62ff755f-d354-4406-9129-7dc343e2ea36,2005, Private,124265, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,83591
ee3f5a7a-507f-4acf-a049-d77f91ead5e5,2000, Private,67804, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,60856
b9628784-4bbf-4912-9fc7-4b0d084ae5a9,1989, Private,407913, Separated, Other-service, Not-in-family, Black,,0,0,40, United-States,54913
52327852-270c-4568-91c8-766c3a9e904b,1982, Private,168103, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,123892
f202f02b-a9d1-4f54-9d76-615c1ebe85c1,1980, Private,171256, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States,67573
199ef198-4104-4988-b18e-5abd9fef0973,1981, Private,347653, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,83762
9e28f18e-458c-47f7-bc56-6b7b51fd2304,1995, Federal-gov,184723, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,100028
d3a88c62-77ed-4b4e-8b6f-2f04cd0c89c1,2002, ?,121070, Never-married, ?, Own-child, White, Male,0,0,35, United-States,129009
6ff146cb-65e1-4644-9e1f-c6911332a7ab,1984, Local-gov,153031, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, United-States,57362
97587a64-a3e3-4b22-a588-8a75837cc3db,1990,,213226, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran,145410
dd5e30d3-9399-4158-b50c-7535167d2aaa,2000, Private,176389, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,60042
cf9075b6-e9e1-4202-8461-12f6fd5e54fc,2004, Private,344278, Separated, Other-service, Own-child, White, Female,0,0,40, United-States,147319
1c3b96e4-5dd8-4fb7-b241-2c1a169ea372,2001, ?,72953, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,68108
527ba597-6930-4a46-b688-79b7294be408,1999, State-gov,176162, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,129748
1aba4a5a-ba47-464f-aa91-b4175973dce8,1983, Private,253759, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,128326
1e034393-cfe9-4d4b-962f-e154eed8fc2d,1994, Private,393965, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,68876
c8aafe9c-6755-481b-9a50-aef8b0581968,1976, Private,141511, Married-civ-spouse, Exec-managerial, Husband, White,,0,0,45, United-States,80957
0936d1d0-fd66-4743-9f13-dab439c61ba8,1966, Self-emp-inc,113806, Married-civ-spouse, Exec-managerial, Husband, White,,7688,0,30, United-States,147927
68c17228-e699-44f7-b202-c86e8c69d5d8,1975, Private,169042, Separated, Prof-specialty, Unmarried, White, Female,0,625,40, Puerto-Rico,99613
f41fadb8-ec93-460d-a78e-5540c4cbebfc,2002, Private,117747, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Vietnam,134731
4a44ed36-6f47-4195-950f-6a7be0f3179f,2004, Private,164219, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States,52966
f5931293-d0de-4eac-9406-3f46bb84ca0e,1982, Self-emp-not-inc,120837, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,48, United-States,81355
9c170be6-4f43-4c4a-8d04-b2555e021ef0,1970, Self-emp-not-inc,58898, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,48, United-States,67989
a046866d-d9a8-40cb-95bc-bb3f3d053919,1996, Private,179512, Separated, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,89169
37ed1940-0a72-4551-b6db-9d21b29d141a,1983, Private,144460, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy,120210
74e49b02-fd92-4f05-ba02-7847ec88c252,1981, State-gov,24763, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States,52241
872d79b7-63aa-4f4b-8310-ebbd94dd6986,2005, Private,87653, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,59520
e8af6559-e4f7-4ab7-a70a-a7ecc52454db,1966, ?,347692, Divorced, ?, Not-in-family, Black, Male,0,0,15, United-States,131623
5b1994d1-90bd-4c80-9765-5b252551b168,1977, Private,274883, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,69767
38600d40-1e76-470a-adaa-309d70670188,1974, Private,81548, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,111276
9fe988cb-6102-43c2-b75a-7572dd403b51,1967, Private,78707, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,116517
b14b5f21-13e1-4745-a1d4-c801dc3e1f20,1989, Private,36270, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,135660
1f2530cd-0eb4-4f92-95e3-b52b85fefc68,1984, Local-gov,269168, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, ?,114163
cd714ff1-8208-45c8-87b0-3dcc13c001d7,1983, Private,168730, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,108475
80a15b54-2468-46f0-a47a-dd6561023e83,2002, Private,37894, Separated, Other-service, Other-relative, White, Male,0,0,35, United-States,90859
ed57d951-fdce-41ef-bbe7-1572962f0187,1996, Private,85812, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,61567
f99c82bf-ab46-4995-8aa0-db977f99348f,1947, Private,154205, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States,89843
511c8126-55ea-48b3-a0e1-b588434e869e,1993, Private,211242, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,73382
e979cabe-bdbb-437f-8733-068bc6774d20,1977, Federal-gov,220269, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,142130
a5b513dd-8c30-46d7-ab41-b9f1d681cfd8,1991, Private,158416, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,75661
70dcf32c-b3ac-4568-868b-afc6b71799f9,1975, Private,102945, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,129450
b7337f9c-4ded-4b73-8f6b-bf78ac2da6d5,1977, Self-emp-inc,102308, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States,100865
516f99e7-81c9-4c4b-93b7-8f06da2a96f0,1994, Private,154843, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,70307
b7348023-4e0f-4070-808a-ecfd262c2274,2002, Private,184975, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,3, United-States,101603
879a2dc4-ff26-43fb-951e-797098c4cd8e,2001, Federal-gov,173851, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,8, United-States,126543
de8071ab-66d4-4c5a-8b3a-c3914430c180,1967, Private,169329, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1887,40, Trinadad&Tobago,121638
c5384ba8-1101-42c0-8fb8-ee9f17982623,1985, Private,91996, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,85851
c6c57213-6b85-41cb-88a4-c5fdcd39d417,2007, Private,116626, Never-married, Handlers-cleaners, Own-child, White, Male,0,1719,18, United-States,91532
b4d4036c-8816-4882-bd3a-99a34c9b7957,1986, Private,22245, Married-civ-spouse, Craft-repair, Husband, White,,0,0,40, United-States,65002
b23423c8-4ee9-4754-9642-137d03be96fa,1970, Private,256908, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States,69576
1d5ef678-e8d6-4458-9c6b-51af6e9d8fb4,2006, Private,132986, Never-married, Other-service, Own-child, White,,0,0,10, United-States,80972
4b4dc4a8-0fe2-4646-9ee2-dedfe3d4289c,1972, State-gov,189728, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States,107261
8f4bf18a-f5fb-4f7e-8cb9-d3fdb899037b,1998, Private,298225, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,139517
d55a3f43-2723-421e-96b1-79bf0cacbebd,1963, Local-gov,180079, Married-civ-spouse, Exec-managerial, Husband, White, Male,4064,0,40, United-States,98715
af0705e0-b182-453f-8fe0-86e9b1c40a8d,1989, Private,187711, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,135429
56212aae-2c4e-4b96-86b6-091165747896,1976, Private,207120, Married-civ-spouse, Prof-specialty, Husband, White,,0,0,40, United-States,87730
08a93029-0911-4425-a31b-e72d78134276,1987, Private,172232, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States,61354
38177338-c30b-4085-901b-e72ed922009e,1966, Private,201393, Divorced, Adm-clerical, Not-in-family, White,,0,1876,40, United-States,54912
31b1fbba-a353-4025-b0e8-221fa3f21d43,1950, ?,292627, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States,118669
a61610fc-8b36-4d87-b3e8-8fecc9546311,1994, Self-emp-not-inc,131584, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States,121048
d4335531-08b5-4fef-b03a-b5f46c09286e,1988, Private,47310, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,89516
b508a185-4068-41ff-a1dc-622e95a79bb1,1974, Private,160724, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, Philippines,71333
06b19180-832c-4147-bfe1-0127dc0a7167,2002, ?,117618, Never-married, ?, Not-in-family, White, Male,0,0,25, United-States,136520
7c63534b-347b-4278-9357-6ae7fd2ead5d,1983, Private,255044, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,144939
12a8bcee-96c9-47fc-b1a8-2e1e2a812032,1975, Private,31339, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,81817
6d5d9d35-69c1-4261-8747-f60598d6314d,1987, Private,758700, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,50, Mexico,126564
c5539394-ff08-4f59-9c4e-b29be871686a,1985,,210991, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,95130
97ac7323-ead3-412e-b866-c322c28c2d23,1974, State-gov,24647, Married-civ-spouse, Adm-clerical, Husband, White,,0,0,40, United-States,133524
9b24214a-3275-42c0-94ac-dfb4ddd623fe,1985, Private,183892, Married-civ-spouse, Machine-op-inspct, Husband, White,,0,0,40, United-States,113359
73ba15d4-faea-4625-bd15-94e4d283ff4d,2007, Private,75333, Never-married, Sales, Own-child, Black,,0,0,24, United-States,126040
f7a02b4b-bb2b-4330-82ef-42d445c3cf53,1982, Local-gov,248476, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States,97633
c1ef9a12-ff3c-4040-b5e5-c279f5bbcd8a,1959, Private,113323, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,95441
581495b5-fe70-4655-8592-b37c7ccbb032,1979, Private,187969, Never-married, Sales, Not-in-family, White,,0,0,38, United-States,73579
164ac9ee-0b26-4c34-92ad-fa5a8efb9883,1997, Private,219863, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,149052
165724e5-a6d3-429b-958b-2ba4356a591d,1992, Private,326283, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States,79547
b721aea9-f031-4cee-b567-aefa315be00b,2007, Private,166242, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,142821
cccdd9de-2c29-4b40-8fae-72e7625697d2,1990, Private,111985, Married-civ-spouse, Craft-repair, Husband, White,,0,0,45, United-States,75129
ba6a06c2-92d6-4604-9aec-5bd15cc8744e,2004, Private,231286, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,15, United-States,133586
d367138a-09d6-44eb-98f2-7362573320eb,1994,,164309, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,68767
737b6f11-a82a-4e49-9960-37a0ec34fda4,1969, Self-emp-not-inc,278228, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,62438
38961920-b45a-4900-98b2-dbff5b9e2943,2005, ?,71592, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,59940
1e93ec68-3338-42f6-b370-bc87aabdae0e,1997, ?,175552, Married-civ-spouse, ?, Wife, White,,0,0,40, Mexico,80599
174d6786-8ee3-4b36-b7b3-32ab14bc3252,1989, Private,255635, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico,138036
5fb31427-b746-4610-8273-f9c377a7f58a,1979, Private,331643, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,107154
b0a9dd6f-3979-43ab-9e62-4d3f79ad55ce,1985, Private,98776, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,72969
9480c453-b563-4788-ae86-a9540ae90008,2000, Private,222005, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,144761
355b58b0-8c25-414e-91af-361257b7e3b5,1981, Self-emp-not-inc,110355, Married-civ-spouse, Transport-moving, Husband, White,,0,0,45, United-States,100958
6342c842-1cce-46f4-8c88-acc36376d917,1982, Private,30824, Divorced, Prof-specialty, Not-in-family, White,,2354,0,16, United-States,131969
8ca9c833-66bf-4a3f-9a4d-7b913f2a6424,1984, Private,198270, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,68038
bbff914f-65ec-42c6-b7bb-ca52bb3997f1,1994, Private,165235, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines,76737
f3c5ea83-d99c-48ce-b409-301349f34025,1980, Private,151985, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,24, United-States,66493
f451292d-7536-475b-ae31-8edee291b1bb,1988, Private,225399, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,56422
62cdc691-f71e-4999-8aef-fde40eef180e,2003,,41356, Never-married, ?, Own-child, White, Female,0,0,35, United-States,85213
f980c550-b65b-424d-a607-25921d087267,1988, State-gov,112074, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,75083
a53df382-9450-46ad-87de-cf6cbe979b86,2003, Private,174714, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,77949
eb9a9222-de3a-4145-99b2-32dd1c67b858,1986, Private,122076, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,43, United-States,63776
8728f8f6-c2fb-458e-8e2f-c6b1132ff43a,1993, Private,198613, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States,75006
af6fd73b-a1eb-4e28-96cf-584864264116,1973, State-gov,196504, Divorced, Craft-repair, Unmarried, White, Male,0,0,38, United-States,75218
816b8e0f-d991-45f8-9e5f-abeb19b10bcc,1989, Self-emp-inc,187046, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,83860
24fc69c4-c563-47d6-9a97-07a067c51f39,1973,,146325, Married-civ-spouse, Prof-specialty, Husband, White,,0,1887,40, United-States,112106
2e596cd2-447e-43f1-b10d-88ede1780eb6,1973, State-gov,155594, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States,92647
fb5c82bb-bcde-4154-a088-457641320501,1993, Private,203488, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,50, United-States,141675
f5b37a46-241d-46cb-bd4e-cbd449bec00c,2007, Private,32763, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,95631
6c30b5a7-82a1-4387-8602-a01dfd23e7e3,1978, Private,155664, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,63687
136084ba-9967-46b2-addf-78abc08aaffc,2002, Private,298489, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,77302
95d89978-2c92-46f0-81a9-ea51c8785ab6,1968, Local-gov,170217, Married-civ-spouse, Craft-repair, Husband, White,,0,0,40, United-States,68473
2048d1d1-3288-4f18-86bb-05029a8d17e7,1995, Private,179498, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany,142374
d74c5847-da74-4404-8781-5d58e1ac24ff,1981, Private,350661, Separated, Tech-support, Not-in-family, White, Male,0,0,50, Columbia,52544
33e03883-3aba-43d3-8cf1-b17e576e184d,1982, Self-emp-not-inc,162758, Married-civ-spouse, Handlers-cleaners, Husband, White,,0,0,56, United-States,128394
4f63150a-c61b-4849-a02c-6c50293022b2,1977, Private,344157, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,123466
02d41476-e64f-4fe2-b586-89625f200b65,1948, Private,93125, Married-civ-spouse, Sales, Husband, White, Male,1424,0,24, United-States,104086
5606f47c-cdbe-4770-9763-386c97b3e4aa,1979, Private,273194, Married-civ-spouse, Machine-op-inspct, Husband, Black,,3137,0,35, United-States,92073
08bf9676-51c4-4854-a0fa-78e6ed83f96f,2002, Local-gov,238831, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,136837
d48c607f-00f0-43dd-b2c0-102eee67de6a,2000, Private,172496, Never-married, Tech-support, Not-in-family, White, Male,0,0,55, United-States,145324
c4b79a0e-0f03-419e-932e-dc1abd0ba807,1963, Private,73809, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,119933
c04b905d-3b7d-4ef4-b78d-7e7997404e5d,1990, Private,265706, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States,103008
24833e6a-f166-4712-950a-bc55e8c33b2d,1974, Local-gov,163998, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States,140658
366d8d24-6ad5-4844-8cd3-e573d6f00890,1949, ?,35724, Widowed, ?, Not-in-family, White, Female,0,0,8, United-States,90783
3082165c-9b1e-41b7-95f8-3e8f59f643da,1978, Private,332884, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States,55494
f93116a2-0995-49ff-8d39-de88c8114dd5,2000, Private,196816, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908,0,40, United-States,88160
2fc743d2-aa87-4094-a0dd-60d0195e5add,1981, Private,154374, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States,126016
e0a63688-b20b-4831-9caf-cbe267d0d092,1980, Self-emp-not-inc,124692, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,62122
c6535b4f-172e-41f1-9fa0-083cbd82206c,2002, Private,254547, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,30, Jamaica,147653
d06fc1da-20a0-4ff7-a2ad-707d6e30aa02,2002, Self-emp-inc,153516, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,112158
8f40ec61-56bf-4325-9699-5c5683722f60,2001, Private,180052, Never-married, Other-service, Own-child, White,,0,0,40, United-States,75016
34c02ecb-a009-4569-bce2-0292b0ac8bd4,1977, Private,163814, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,92537
ba8d54e6-37e0-47d1-aa8b-8cc234e5af67,1988, Self-emp-not-inc,109133, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,132198
04e0bb0b-e74d-48ad-8a6b-451cbe96712b,1989, Private,377798, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,117194
c37b3ce0-0c86-4945-b843-40faed2256c0,1973, Self-emp-not-inc,205100, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,76389
11f90b5c-3b6d-403d-be09-30c45c92097a,1982, Private,196626, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,66647
6e0288db-8dda-4ffb-83ac-cbdd8c00a96c,1965, Private,199713, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,142376
1da990d6-427e-4a0a-93aa-95d2f9560cd1,1983, Private,38397, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,109861
d6df1b1f-b191-4f1e-8ee1-8f1f45eac2c9,1978, Private,28334, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,98769
9e69e78d-f9fa-4f98-8d00-2a5da5982c6c,1959, Private,420277, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,91987
a6eb87c9-65d0-4752-9dbc-47694b95cd9a,1982, Private,39060, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,70902
03696708-2b83-4e7c-aeb3-ac59846594bf,2007, Private,193199, Never-married, Sales, Unmarried, White, Female,0,0,12, Poland,79511
2f311cbc-805c-4e7e-a9f8-5c2bae29a0a1,1985, Private,56648, Separated, Sales, Not-in-family, White, Female,0,0,47, United-States,98904
e4846332-6234-4ec9-b93d-65f03933eae3,1966, ?,210031, Divorced, ?, Unmarried, White, Male,0,0,40, United-States,102370
bdcd41c5-71af-4837-8a2a-13c1011d7c08,1978, Private,24728, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States,74821
8aa5a666-636f-4e89-b04d-78c68d436dac,1970, Local-gov,375134, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,94615
26ebb57b-03ff-4238-b148-fea0237e394b,1979, Private,148900, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,120362
37d19366-b709-4cee-9b8f-8652338bd12e,1989, Private,196899, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti,148056
