unique_id,education,education-num
de8071ab-66d4-4c5a-8b3a-c3914430c180, HS-grad,9
c5384ba8-1101-42c0-8fb8-ee9f17982623, HS-grad,9
c6c57213-6b85-41cb-88a4-c5fdcd39d417, 11th,7
b4d4036c-8816-4882-bd3a-99a34c9b7957, Assoc-voc,11
b23423c8-4ee9-4754-9642-137d03be96fa, Bachelors,13
1d5ef678-e8d6-4458-9c6b-51af6e9d8fb4, 12th,8
4b4dc4a8-0fe2-4646-9ee2-dedfe3d4289c, HS-grad,9
8f4bf18a-f5fb-4f7e-8cb9-d3fdb899037b, HS-grad,9
d55a3f43-2723-421e-96b1-79bf0cacbebd, Doctorate,16
af0705e0-b182-453f-8fe0-86e9b1c40a8d, HS-grad,9
56212aae-2c4e-4b96-86b6-091165747896, Some-college,10
08a93029-0911-4425-a31b-e72d78134276, HS-grad,9
38177338-c30b-4085-901b-e72ed922009e, Assoc-acdm,12
31b1fbba-a353-4025-b0e8-221fa3f21d43, 1st-4th,2
a61610fc-8b36-4d87-b3e8-8fecc9546311, Assoc-voc,11
d4335531-08b5-4fef-b03a-b5f46c09286e, HS-grad,9
b508a185-4068-41ff-a1dc-622e95a79bb1, Masters,14
06b19180-832c-4147-bfe1-0127dc0a7167, Bachelors,13
7c63534b-347b-4278-9357-6ae7fd2ead5d, Bachelors,13
12a8bcee-96c9-47fc-b1a8-2e1e2a812032, HS-grad,9
6d5d9d35-69c1-4261-8747-f60598d6314d, 9th,5
c5539394-ff08-4f59-9c4e-b29be871686a, HS-grad,9
97ac7323-ead3-412e-b866-c322c28c2d23, Some-college,10
9b24214a-3275-42c0-94ac-dfb4ddd623fe, HS-grad,9
73ba15d4-faea-4625-bd15-94e4d283ff4d, 10th,6
f7a02b4b-bb2b-4330-82ef-42d445c3cf53, Some-college,10
c1ef9a12-ff3c-4040-b5e5-c279f5bbcd8a, Bachelors,13
581495b5-fe70-4655-8592-b37c7ccbb032, Assoc-voc,11
164ac9ee-0b26-4c34-92ad-fa5a8efb9883, HS-grad,9
165724e5-a6d3-429b-958b-2ba4356a591d, Bachelors,13
b721aea9-f031-4cee-b567-aefa315be00b, 10th,6
cccdd9de-2c29-4b40-8fae-72e7625697d2, HS-grad,9
ba6a06c2-92d6-4604-9aec-5bd15cc8744e, Some-college,10
d367138a-09d6-44eb-98f2-7362573320eb, HS-grad,9
737b6f11-a82a-4e49-9960-37a0ec34fda4, 10th,6
38961920-b45a-4900-98b2-dbff5b9e2943, Some-college,10
1e93ec68-3338-42f6-b370-bc87aabdae0e, 5th-6th,3
174d6786-8ee3-4b36-b7b3-32ab14bc3252, 9th,5
5fb31427-b746-4610-8273-f9c377a7f58a, Some-college,10
b0a9dd6f-3979-43ab-9e62-4d3f79ad55ce, Some-college,10
9480c453-b563-4788-ae86-a9540ae90008, HS-grad,9
355b58b0-8c25-414e-91af-361257b7e3b5, HS-grad,9
6342c842-1cce-46f4-8c88-acc36376d917, Masters,14
8ca9c833-66bf-4a3f-9a4d-7b913f2a6424, Some-college,10
bbff914f-65ec-42c6-b7bb-ca52bb3997f1, Bachelors,13
f3c5ea83-d99c-48ce-b409-301349f34025, Masters,14
f451292d-7536-475b-ae31-8edee291b1bb, HS-grad,9
62cdc691-f71e-4999-8aef-fde40eef180e, Some-college,10
f980c550-b65b-424d-a607-25921d087267, Doctorate,16
a53df382-9450-46ad-87de-cf6cbe979b86, Assoc-acdm,12
eb9a9222-de3a-4145-99b2-32dd1c67b858, Some-college,10
8728f8f6-c2fb-458e-8e2f-c6b1132ff43a, HS-grad,9
af6fd73b-a1eb-4e28-96cf-584864264116, HS-grad,9
816b8e0f-d991-45f8-9e5f-abeb19b10bcc, Masters,14
24fc69c4-c563-47d6-9a97-07a067c51f39, Doctorate,16
2e596cd2-447e-43f1-b10d-88ede1780eb6, Some-college,10
fb5c82bb-bcde-4154-a088-457641320501, Bachelors,13
f5b37a46-241d-46cb-bd4e-cbd449bec00c, 10th,6
6c30b5a7-82a1-4387-8602-a01dfd23e7e3, Some-college,10
136084ba-9967-46b2-addf-78abc08aaffc, Some-college,10
95d89978-2c92-46f0-81a9-ea51c8785ab6, HS-grad,9
2048d1d1-3288-4f18-86bb-05029a8d17e7, HS-grad,9
d74c5847-da74-4404-8781-5d58e1ac24ff, Prof-school,15
33e03883-3aba-43d3-8cf1-b17e576e184d, Some-college,10
4f63150a-c61b-4849-a02c-6c50293022b2, 11th,7
02d41476-e64f-4fe2-b586-89625f200b65, HS-grad,9
5606f47c-cdbe-4770-9763-386c97b3e4aa, HS-grad,9
08bf9676-51c4-4854-a0fa-78e6ed83f96f, Some-college,10
d48c607f-00f0-43dd-b2c0-102eee67de6a, Bachelors,13
c4b79a0e-0f03-419e-932e-dc1abd0ba807, Some-college,10
c04b905d-3b7d-4ef4-b78d-7e7997404e5d, Masters,14
24833e6a-f166-4712-950a-bc55e8c33b2d, Bachelors,13
366d8d24-6ad5-4844-8cd3-e573d6f00890, HS-grad,9
3082165c-9b1e-41b7-95f8-3e8f59f643da, Bachelors,13
f93116a2-0995-49ff-8d39-de88c8114dd5, Bachelors,13
2fc743d2-aa87-4094-a0dd-60d0195e5add, Some-college,10
e0a63688-b20b-4831-9caf-cbe267d0d092, HS-grad,9
c6535b4f-172e-41f1-9fa0-083cbd82206c, Some-college,10
d06fc1da-20a0-4ff7-a2ad-707d6e30aa02, Some-college,10
, HS-grad,9
34c02ecb-a009-4569-bce2-0292b0ac8bd4, 10th,6
ba8d54e6-37e0-47d1-aa8b-8cc234e5af67, Bachelors,13
04e0bb0b-e74d-48ad-8a6b-451cbe96712b, Bachelors,13
c37b3ce0-0c86-4945-b843-40faed2256c0, HS-grad,9
11f90b5c-3b6d-403d-be09-30c45c92097a, 7th-8th,4
6e0288db-8dda-4ffb-83ac-cbdd8c00a96c, HS-grad,9
1da990d6-427e-4a0a-93aa-95d2f9560cd1, HS-grad,9
d6df1b1f-b191-4f1e-8ee1-8f1f45eac2c9, HS-grad,9
9e69e78d-f9fa-4f98-8d00-2a5da5982c6c, Some-college,10
a6eb87c9-65d0-4752-9dbc-47694b95cd9a, HS-grad,9
03696708-2b83-4e7c-aeb3-ac59846594bf, 11th,7
2f311cbc-805c-4e7e-a9f8-5c2bae29a0a1, HS-grad,9
e4846332-6234-4ec9-b93d-65f03933eae3, HS-grad,9
bdcd41c5-71af-4837-8a2a-13c1011d7c08, HS-grad,9
8aa5a666-636f-4e89-b04d-78c68d436dac, Assoc-voc,11
26ebb57b-03ff-4238-b148-fea0237e394b, Bachelors,13
37d19366-b709-4cee-9b8f-8652338bd12e, Bachelors,13
6a15b995-5bac-4afb-ac91-bcb14b461b59, HS-grad,9
9fdc03be-6009-432d-9cce-beb420c62cac, Some-college,10
fbd97212-7481-4638-bf14-31fa37661db7, HS-grad,9
1c17ad9d-f636-44f0-be60-fc587d2bd163, Bachelors,13
c7981d16-e1e5-44bb-90c9-bb530c1aab72, Assoc-acdm,12
2b9c5560-c309-46da-88bd-cff577d80c9c, Assoc-acdm,12
5eb8b1fb-9eb3-417f-b1b6-fc7cbe274e35, Bachelors,13
6bf357d8-77c4-4eb4-bd71-83fd944d05e8, Some-college,10
3b613c1b-d70c-4fbb-a44d-315c7cd0feed, 11th,7
1154160b-cb30-4cfd-b587-47cf47ab41b9, Bachelors,13
06c4ab04-132d-4009-a28b-4eec7429b1bd, HS-grad,9
8e7dd208-20cd-4196-969f-453f93e156b7, HS-grad,9
3903b9d7-074e-44d8-9afd-3467e15df7f7, Bachelors,13
17622fa6-a9bb-45b3-93bf-a3e010cba6e8, Assoc-voc,11
d3e7f17d-d13f-4b7c-83d5-fb7dba6b7034, HS-grad,9
3852b9c8-d776-4267-b279-0f4612ce7fee, Bachelors,13
40a56970-2612-43e7-ada4-7c1246bbced0, 7th-8th,4
1f6f5efc-4bad-4a2a-ac74-06ca8ed6f404, Assoc-acdm,12
35cfa50f-261f-421b-8824-1c2c84ef106f, 10th,6
9f84beda-c0b6-4b1f-80b7-d45127080636, Some-college,10
4812cc18-30fc-4122-8344-b446fedda562, Bachelors,13
94587783-b6ab-480e-8ee3-31a1687ce55f, Masters,14
6e7677fa-1f9f-47a7-ac75-e3da8e7c658a, Some-college,10
0b77b1af-1e7d-4f34-bc9c-49227db78be4, HS-grad,9
fc9aa8bc-b74b-4cd7-99d2-0e8166d40163, Bachelors,13
e3d57d64-9abf-434b-9f16-bb4d65ef58da, Prof-school,15
06ec0767-547b-4345-ba4c-965d8310943c, 10th,6
b6ca7ad3-0c38-4dfe-ac77-e61670479462, 1st-4th,2
df644a5d-1f90-4b87-941d-aa7137de68f4, Some-college,10
119cd46b-eaa0-453a-ba17-0dc345e9871f, Bachelors,13
b00324c7-74e9-46e9-9454-dfa6affe19a8, 7th-8th,4
d36494d6-4d55-41cc-8b3b-3e6aeeac05f9, Some-college,10
80c1fd04-6714-42c9-a9d8-52d3617a7029, HS-grad,9
1f081dac-f111-4914-8dce-0e4707d670f6, HS-grad,9
71c64f7d-191c-4bf6-bf84-f0fcce8a11af, Some-college,10
0f213fe5-bb31-44c6-87b6-3710bab0b267, Assoc-voc,11
020b618b-8cdd-4570-b49c-cc3d410ae4ab, 5th-6th,3
105e1504-b932-43b8-97cb-5280edb37dea, Bachelors,13
7e6c7da2-441f-4961-990b-34f96bb7bdd2, 7th-8th,4
f46bcdb9-a9ff-4402-8acd-f82a575a02e6, HS-grad,9
3743ed9e-9613-4526-95bf-92513d5c032b, Masters,14
4be45151-4d48-45cb-9343-5f424a36da77, Assoc-acdm,12
dd9e6817-ec0c-401a-a8ac-e572ffaad6bb, Masters,14
5d3a6e7b-8afa-404b-9fc4-60d9d3735ee1, 10th,6
, Bachelors,13
1eb387bf-2d35-49c0-baac-a6ce56ab6efe, Bachelors,13
4239d82e-3ced-4d08-bd71-69ad41300ae3, Some-college,10
54607fcf-3bd2-40f6-9218-02583f50cf50, Masters,14
1242481d-3ba8-43f0-a52c-314119bf5537, Some-college,10
b92eacf5-5356-4083-a0eb-a95d4d94b853, HS-grad,9
26799367-9377-45e9-bc5d-889eb3b260d8, 11th,7
ca62373a-5a44-4113-a958-fc713517bfb3, Bachelors,13
abe83f08-4b45-4f24-b730-eaec2c99230c, Some-college,10
086001d5-a203-4e12-9107-cddb20570647, Assoc-voc,11
, 11th,7
37e5db21-5b95-416c-a77d-95646edf5d6f, Bachelors,13
d5197fee-b1dd-4f1f-84f9-d55a54b92145, HS-grad,9
78af1546-4d4e-4305-b301-db974463005a, 11th,7
a9538920-8881-45ae-ab4a-4816c287e2c4, HS-grad,9
f16a08b6-fc12-48e4-926c-2ae6b76392f3, HS-grad,9
5fe2a140-447e-42db-9b53-139b11a64aab, HS-grad,9
6debddb7-c05b-4562-a664-9f52cdf2d3e8, HS-grad,9
ee8ea802-3427-49a5-9015-88fe7a1792ee, HS-grad,9
e6e23cb5-bad4-4dc4-9c42-7a309e5253d4, HS-grad,9
1a8a67f7-cf92-478d-9eda-6f236ce7038a, Doctorate,16
, Masters,14
5bc938bb-43ae-4e7c-a893-6800d27fa12b, Bachelors,13
3ac47db3-c5c6-4875-98c1-8f4736b6d75a, Assoc-acdm,12
9f45c7cd-b102-4305-850a-26409a3bec44, HS-grad,9
23a50567-4ddd-41e8-b9e3-074b601dae06, HS-grad,9
65ced740-5a13-4c89-add8-a0ca3492c2f0, Some-college,10
d2bee49e-a2fc-40c6-8bd1-37802830c1a1, Some-college,10
d0a67780-7137-4e94-95a0-06ae02be4a33, HS-grad,9
180ebdd5-bdbb-4678-a12e-5b47f87d8509, Bachelors,13
8fdf64a8-60a3-4b6c-8148-8a7d6d7a9028, HS-grad,9
16aae312-ede1-48a4-a283-5eaf9687015d, HS-grad,9
8ae8bdad-1f13-4a6b-a67d-2277c15dbec8, Bachelors,13
e8b09ea2-e6f8-488e-9680-798687b1eb1d, HS-grad,9
4aa0c9ac-0f3f-418f-b45b-a230c0bb7188, HS-grad,9
cc09da97-84b3-4068-bc63-89306efc18a1, 9th,5
4fe055a6-f768-475b-9ede-d8677920955e, HS-grad,9
f44d8fb0-99da-4158-8ba1-1d3dadc5a815, HS-grad,9
243bf636-6699-4daf-8aa4-889ae664051e, HS-grad,9
223d5927-d0af-4232-8046-643728a6e203, Assoc-voc,11
11c7b16d-5651-43bc-872c-a71c23d11cc0, 10th,6
d20050f9-aea5-4193-9831-97761e3bd6a7, 1st-4th,2
82936166-ceab-455f-9a61-b5ce53bda16f, HS-grad,9
8a13ca48-82cd-4e5d-973c-95f89392c54c, HS-grad,9
6f57fe57-0731-46f0-a2dc-24d3afc107a5, Prof-school,15
f8805b20-fdaf-4660-afc0-d735d4764a9e, Bachelors,13
f62cb22d-4c57-4ec6-9953-9b78b37f6aba, Some-college,10
a2c1c07a-f934-4443-8e51-e5a1f6a61f35, Masters,14
ec1bbf2f-f4e3-42ae-86d7-93c2b4e0c956, Some-college,10
8d46c020-0e9c-46fe-91ae-54e162afcbf7, Some-college,10
75e4171d-2ce1-410f-a077-2ae47fceb10a, HS-grad,9
af280d25-ca4a-4f93-b75b-ea3b792df45b, HS-grad,9
69e8135e-de00-4d1c-a1e0-bcce7b177c12, 11th,7
, Some-college,10
3347a552-31aa-4730-8b7c-ff18b8766918, Bachelors,13
433761b3-dba0-4986-a17e-ff7ba0664654, Masters,14
b96e2515-4568-41b9-8df8-3822ba4dc531, HS-grad,9
baadda7b-1046-4ba7-b00f-5cad25d1e782, Bachelors,13
d9b34460-b7b4-4872-a765-089c079977ec, HS-grad,9
df69d749-cd79-4bcb-9cbc-f7e02287dc95, 11th,7
c80c2c97-943e-41be-8412-1ce9bc63db09, Some-college,10
3d7fe2bd-b6cf-4847-b53f-13e9d18f5f89, Bachelors,13
7857f0ac-294b-445c-8a22-5aaa995497dd, HS-grad,9
94b23d64-0bc9-4642-972e-a8ae1af25863, HS-grad,9
02809bb3-e130-49a8-a092-ee83b680e694, HS-grad,9
e9e064eb-aa6e-415c-986f-8b43df972657, Assoc-acdm,12
89bf1017-c30a-4e59-844d-4023d74df675, Masters,14
4cf1cdcf-34ce-4e32-9aa8-6a5f6379db61, HS-grad,9
b21f13db-25b8-43f1-816d-410da062a9e8, Some-college,10
076374d9-78cb-4055-8997-71a6c8fe9ffd, HS-grad,9
97f6028f-9096-4f4f-a232-84fc6e146826, Bachelors,13
4a7fca00-70c9-4817-b3f7-9c8765f76b20, HS-grad,9
9573e908-c510-4ce6-b4c2-dd01c5a90af1, HS-grad,9
d56dda77-12af-4ae4-a283-12b67b2083ed, 12th,8
7c552a55-18b4-4ada-b0a9-36282a48e19a, HS-grad,9
a2e2d889-ed63-4925-9fc9-60bb044882cb, Masters,14
a0e77363-f401-4d93-9908-61dad56d7f23, Some-college,10
c642d4ee-58d8-4214-a741-70a1e6a2b86f, Assoc-voc,11
981b9057-eeb2-43c8-9f3b-aa46a1a39755, Assoc-voc,11
23f85faf-c7cc-4814-8e42-4afa657de99b, Bachelors,13
4a1f9879-fae2-4cc9-b5e4-a2100737c8f7, HS-grad,9
c55a0068-61d6-496c-8065-332bd5f89297, 11th,7
862c0b6f-abc5-445d-9908-a95b6b435289, 7th-8th,4
370113bd-fd42-4a33-a811-f6b42ae61994, 11th,7
f828c495-d8cd-4a75-9745-3fd82e105f28, HS-grad,9
66c85045-36af-47cd-a4b7-d052e37aba41, Assoc-acdm,12
c345c5ae-b12c-4336-8458-208d3b3c6cf2, HS-grad,9
a666d34c-b001-4f16-878f-63e165df066e, Some-college,10
9e9bd262-274e-442b-b598-7a2106e30309, Some-college,10
18e36d1e-1ca4-4bbf-b283-4bdc4280f249, HS-grad,9
7b737db1-bec8-4414-8542-5199563bed30, HS-grad,9
632be738-5bb2-49a7-8c8d-6c55c170437b, Bachelors,13
18c0ea4d-ac8d-467b-97f0-299abe3f04f9, Bachelors,13
555d54ac-1b28-4c6c-b6a8-91220cfeda04, Some-college,10
4f257926-8a88-45f5-b396-a0ca8b7c4fc3, Bachelors,13
7cf51a66-1d60-4238-9b60-23561359f04b, HS-grad,9
11396103-2a0f-428f-a8d0-a553da86ad24, HS-grad,9
244c99a6-a4c4-40a4-b0fa-0e86fa0e0789, Assoc-voc,11
cdca94bb-ba02-4794-8305-cb3cb4c1cf34, Some-college,10
fdcc619b-651c-42f4-86b6-9665bd8d48de, Some-college,10
b819ebbd-ee30-4d94-a2c1-31a2d2b6bd59, HS-grad,9
98937f64-bb84-4ea4-a39d-ba2e6f6eb584, Some-college,10
59adbed2-7c7b-479d-a68f-c2f417cc2daf, HS-grad,9
, Some-college,10
1974e857-bf4a-4ae1-a458-f58785cd90c8, Some-college,10
f0f5de3b-7439-4fd4-8d60-f3363b66f1d1, Masters,14
6a228a74-f444-4cd8-8373-07b45dc726d2, Doctorate,16
, Assoc-voc,11
d3db38d6-c5de-44f3-a0be-c158111010d8, Some-college,10
e91ab7bc-544d-4ed9-9a43-bd54b28a0b58, HS-grad,9
dc25ae43-9fe7-4ce7-8c62-4c9137d61c5e, HS-grad,9
89c686b4-bbc2-46a0-a7cf-03e3857a8f06, 9th,5
bfffbb81-1b22-409e-8f67-b8733546f599, Assoc-voc,11
68289494-b56e-487f-9929-252aa8487b89, Some-college,10
b987edeb-fcea-4f47-8e1d-d967dbb39082, 11th,7
a0a5df26-91a0-40c5-8487-cda73d807ddb, Masters,14
ce19a5aa-e3cd-435d-b349-e1d4e61346c0, Bachelors,13
fc850369-353b-4cc2-8980-923241356ca1, HS-grad,9
0690ae44-4722-4cc5-b94d-0eda0daa5706, Bachelors,13
f57c571d-6a33-4b55-85da-7e7a53a7183f, Some-college,10
d02a416f-1623-48bf-a9a5-b76b73692a63, Some-college,10
a66254ab-0f7f-4d14-9fd8-a1a5af87dfa7, HS-grad,9
3a9b46e1-787a-4aa6-8009-01043d2e343e, Assoc-acdm,12
e2c5ed6f-109e-488c-b222-e540cd93d27d, 5th-6th,3
cd4a9400-a652-441a-b1f9-658ad4e53091, 10th,6
a6103d26-ec9e-49ad-9592-894b00a76fe3, HS-grad,9
e0d3e3d6-23bd-4e25-8e16-10860592ae5f, Some-college,10
bc752e2d-dae5-4da8-a28b-46fb186faec8, Some-college,10
f5b81ca1-7036-4295-8b96-0f600958cbbc, Some-college,10
9c5b51e9-3c10-4c80-8732-4b668b95eb7a, Bachelors,13
f5e5140a-4864-4980-aa24-8958cd336819, HS-grad,9
cedac1fc-1364-41e1-9229-f0ce77652b75, HS-grad,9
55e74192-1548-4877-9770-fd15f4aefc8c, HS-grad,9
8bea4cea-7790-4e67-bc2c-35a1eb880168, HS-grad,9
d8677979-a457-4a8a-89d6-ec5ec8370f12, Some-college,10
836afeb8-be61-4c79-92da-03498d56f5bd, HS-grad,9
edf12161-3344-47ed-9b60-5c6f1a94a638, Some-college,10
4369815f-c7e7-4203-84b0-8682743cbfd0, HS-grad,9
804de7c8-8479-4eac-9b31-36e76b8f489f, Some-college,10
6c62c9cd-dbbc-4da1-b744-52fdcccb61d6, HS-grad,9
87072b49-0e5d-4aa2-afc3-d05312d87aec, Masters,14
d1a925b8-b00d-43ff-96cb-926ab96dc348, HS-grad,9
cd3ee22b-ba17-4e22-86b5-14df36c8adbd, 10th,6
dce96336-e59f-4c75-940a-b75df419903e, HS-grad,9
b33acb7b-1e82-4ad9-a80f-e0fcbd21d9a4, Assoc-acdm,12
c3e95ed7-f6fd-4f93-a768-947eeab9cb57, HS-grad,9
77fbc4e8-ff48-4378-8277-d6d5a654f7b1, Assoc-acdm,12
d7745a85-12f8-468f-8e29-fea7c3d44184, 9th,5
ea7418cd-d8e2-4107-9a6b-a950dfdcd050, Some-college,10
275203eb-6eca-480f-8236-b5e87a234a46, Assoc-acdm,12
285995f8-4d1b-4bcd-824e-7916a6ea0883, Bachelors,13
3084416c-d6dd-4141-b691-fd42686c66da, 10th,6
538b462d-fe73-4f3f-881d-16bbe274b56f, HS-grad,9
203a29a5-6a4c-4906-bca5-522b30effd2c, Bachelors,13
ca88239e-1d86-4ea0-87ed-e8ea7dc85fe9, Bachelors,13
9776fb21-0179-4cdc-a34c-b897c7137899, Some-college,10
a7ced2c3-756c-4e11-974c-76606188fed5, HS-grad,9
f395ed79-d334-4df8-a191-be467f89b9c8, 10th,6
06e77060-e498-4930-9601-01d144eb3d5d, HS-grad,9
ad382ebb-befa-4a01-9105-165b69728fba, HS-grad,9
db4891ab-3aec-4041-880d-fd00eb453155, Bachelors,13
f64ce419-534c-4225-bc2b-69f7d9a0d6a1, 1st-4th,2
def28ad2-18be-4864-a9d9-adb6329d8af3, Some-college,10
dc6e735b-05b8-4445-91bb-bf6c8e2402af, Some-college,10
dbbc400c-a133-4116-bcf2-0123515bbb3e, Bachelors,13
a1b27c96-65f2-44cf-aaf7-92377bee209c, 10th,6
7bf125c2-bf70-4f3f-9292-f5a4f254ee7f, Masters,14
d159ef34-aa57-4ea4-a010-9566c35f1372, Some-college,10
8ff698e4-14f7-446c-bb1c-547518a6bc69, HS-grad,9
ba7e1df5-86da-4b3c-8b8b-62b7d4a1b3ea, HS-grad,9
b9751133-390d-4a43-9043-2ff0d56f6fc5, Preschool,1
2cb9fa1a-703e-43dd-8059-b60080804283, HS-grad,9
783bc42a-5223-44dd-a092-260d7e4d7155, Some-college,10
097e11a1-f1dd-4231-a724-777e499dd2fd, HS-grad,9
0b16d324-9924-4579-adfa-04f6ad81f14c, Some-college,10
3fb9163d-1ca9-42de-8de9-82771196ea9b, Masters,14
50da9795-232d-4d35-b09e-e2a5965c8a72, Assoc-acdm,12
53e221ed-8714-40b9-a3f3-138975e0f7eb, Some-college,10
41c41c62-798c-4b60-bc64-ce6fd8887d69, HS-grad,9
a9971fc7-751a-4273-aaa0-2c2844d4e103, Bachelors,13
0d9aa6a4-e678-4e83-9e6e-63a11a37efac, Some-college,10
206f013d-9ae4-4643-bac2-6b21fbcb1268, HS-grad,9
